geographic_area,city,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
FL,Lake Panasoffkee CDP,35909,18.8,80.2,95.3,1.5,0.3,0.8,2.3
FL,Lake Park town,42627,24.5,82.6,37.4,55,0.2,2.4,8
FL,Lake Placid town,25692,48.3,55.7,69.6,7.1,0.4,1.2,46.1
FL,Lake Sarasota CDP,63641,4.4,92.9,91.5,2.5,0.1,1.5,9.7
FL,Lakeside CDP,55503,10.3,92.2,80.9,10,0.5,3,8.1
FL,Lake Wales city,36296,28.9,77.8,65,27.5,0.5,0.8,15.6
FL,Lakewood Park CDP,48312,11.5,89.9,84.9,9.9,0.3,1.5,6.5
FL,Lake Worth city,36739,27.1,70.6,60,19.8,5.6,1,39.6
FL,Lamont CDP,(X),0,100,37.6,58.4,0,1.7,1.7
FL,Land O' Lakes CDP,69561,6.4,92.3,86.8,5,0.3,2.9,15.2
FL,Lantana town,44786,24,81.2,69.3,22,0.4,1.5,18.6
FL,Largo city,39468,16.2,88,86.3,5.6,0.3,2.7,9
FL,Lauderdale-by-the-Sea town,63052,9.3,94.4,96.3,1.2,0.1,0.8,8.8
FL,Lauderdale Lakes city,31497,25.8,75.5,14.2,80.6,0.2,1.2,5.4
FL,Lauderhill city,37429,23.1,83.3,18.2,75.9,0.3,1.6,7.4
FL,Laurel CDP,51118,7.4,93.9,94.3,2.2,0.2,1.1,2.4
FL,Laurel Hill city,36719,22.7,81.9,82.1,16,0,0.7,0.6
FL,Lawtey city,30769,29.1,75.5,60.7,35.9,0.4,0.4,2.1
FL,Layton city,66250,0,100,92.9,2.2,1.6,2.2,7.1
FL,Lazy Lake village,(X),30.3,93.9,91.7,4.2,4.2,0,8.3
FL,Lealman CDP,30304,29.1,77.5,78.6,8.5,0.5,6.9,9.5
FL,Lecanto CDP,43058,17.6,80.3,92,4.1,0.2,1.4,4.6
FL,Lee town,38250,27.8,90,80.1,7.7,0.9,0.9,13.1
FL,Leesburg city,34305,22.3,83.7,63.5,28.2,0.3,1.7,9
FL,Lehigh Acres CDP,40226,21.8,77.6,67.5,19.3,0.4,1.2,34.3
FL,Leisure City CDP,34428,35.1,62.1,73,17.5,0.2,0.9,74.9
FL,Lely CDP,52599,3.9,94.6,92.9,3.6,0.2,1.1,6
FL,Lely Resort CDP,51953,11.1,87,77.5,13.6,0.2,0.6,23
FL,Lemon Grove CDP,25729,64.9,85.1,92.5,1.4,0.3,2.4,12.6
FL,Lighthouse Point city,79658,5.2,96.4,94,1.7,0.3,1.6,7.5
FL,Limestone CDP,(X),76.2,86.5,65.2,20.5,0.8,2.3,9.1
FL,Limestone Creek CDP,43500,7.2,85.9,23.3,61.8,0.7,1.4,18.4
FL,Lisbon CDP,-,36.4,63.6,95.4,0.4,0.8,0.4,3.8
FL,Live Oak city,24049,35.7,68.3,54.4,35,0.5,1,16.2
FL,Lloyd CDP,71563,6.9,85.6,45.6,52.1,0.5,0,3.3
FL,Lochmoor Waterway Estates CDP,47054,17.3,90.7,93.2,2,0.4,1.5,7.1
FL,Lockhart CDP,47618,15.4,90.3,63.9,22.7,0.5,3.7,21.1
FL,Longboat Key town,89087,7.6,96.2,98.4,0.2,0.1,0.7,1.1
FL,Longwood city,56045,12.1,90.6,85.5,5.1,0.5,3.4,15.8
FL,Loughman CDP,42435,13.1,80,77.2,9.7,0.8,2.5,27.4
FL,Lower Grand Lagoon CDP,40950,17,93.3,92,1.5,1,0.9,6.2
FL,Loxahatchee Groves town,69394,7.9,84.6,87.2,3.3,1.4,1.6,18.7
FL,Lutz CDP,67847,6.7,94.6,88.8,4.8,0.4,2.5,12.8
FL,Lynn Haven city,58174,9.7,91,83.2,10,0.6,2.4,4.1
FL,Macclenny city,43550,22.4,86.8,78,17.9,0.5,0.7,2.5
FL,McGregor CDP,63938,11.2,95,94.7,1.4,0.1,1.6,5.7
FL,McIntosh town,46324,5.3,97.1,94.7,1.8,0.2,0.9,4.4
FL,Madeira Beach city,51307,13.4,93.4,95.4,0.9,0.6,1,4.3
FL,Madison city,18060,42.2,80.6,30.8,66,0.5,0.7,1.4
FL,Maitland city,67818,10.1,97.5,80.6,11.1,0.2,3.5,10.4
FL,Malabar town,63077,11.9,94,91.7,3.9,0.5,0.9,4.1
FL,Malone town,30833,32.8,61.3,46.9,45.2,0.3,1.5,12.7
FL,Manalapan town,207188,1.5,97.8,92.4,3.9,0,1.2,4.7
FL,Manasota Key CDP,69931,5.4,92.3,98.2,0.1,0.4,0.2,1.3
FL,Manatee Road CDP,34542,27.9,79.2,95,1.5,0.4,0.4,3.4
FL,Mango CDP,36469,27.1,79.2,71.3,15.4,0.8,1.5,24.7
FL,Mangonia Park town,31159,35.2,75.9,9.5,83.1,0.6,0.2,9.2
FL,Marathon city,47860,22.8,89,90.5,4.8,0.3,1.1,26.8
FL,Marco Island city,73304,7.4,93.2,95.9,0.5,0.1,1.1,7.1
FL,Margate city,42786,13.2,86.1,62,25.8,0.4,4,22.2
FL,Marianna city,23938,33.9,80.1,53.3,42,0.4,0.9,2.7
FL,Marineland town,-,-,-,100,0,0,0,0
FL,Mary Esther city,54429,10,91.5,80.9,7,0.6,5.2,7.5
FL,Masaryktown CDP,43385,21.1,64.7,93.4,0.7,0.5,1.3,11.3
FL,Mascotte city,44722,14.6,69.7,60.4,11.8,0.9,1.5,47.3
FL,Matlacha CDP,48750,11.4,98.9,98.7,0.3,0,0.4,1
FL,Matlacha Isles-Matlacha Shores CDP,75133,2.8,94.1,98.3,0,0.4,1.3,3.5
FL,Mayo town,32188,33.1,68.5,60.6,24.6,0.2,0.6,17.1
FL,Meadow Oaks CDP,40705,17.9,92.5,95.2,1.4,0.2,1.1,6.1
FL,Meadow Woods CDP,48640,17,84.8,61.2,13.8,0.4,4.6,67.2
FL,Medley town,27857,20.9,68,93.1,1,0.2,0,92.2
FL,Medulla CDP,51263,12.4,93.3,78.9,13.7,0.4,1.2,13.4
FL,Melbourne city,40219,15.9,89.2,80.9,10.3,0.3,3.1,8.9
FL,Melbourne Beach town,69917,2.1,97.1,96.8,0.5,0.2,1.1,3.2
FL,Melbourne Village town,65000,7.7,93.1,96.7,0.2,0.6,1.7,3.3
FL,Memphis CDP,41788,24.3,80.8,44.7,36.3,0.6,0.3,28.5
FL,Merritt Island CDP,53916,14.1,92.8,88.7,4.9,0.5,2.2,6.1
FL,Mexico Beach city,53553,13.5,92.4,93.1,1.9,0.4,0.7,2.6
FL,Miami city,31051,28.3,73.2,72.6,19.2,0.3,1,70
FL,Miami Beach city,44342,17.7,87.2,87.4,4.4,0.3,1.9,53
FL,Miami Gardens city,38253,23.1,80.3,18.3,76.3,0.2,0.6,22
FL,Miami Lakes town,66601,10.8,90.6,91.7,3.3,0.1,1.5,81.1
FL,Miami Shores village,97500,7.9,94,68.1,23.8,0.3,2.6,30.6
FL,Miami Springs city,53688,12.3,84.9,93.4,1.6,0.2,1.2,71.2
FL,Micanopy town,36652,12.7,87.6,74.2,22.2,1.3,0.2,2.8
FL,Micco CDP,33567,17.9,83.2,97.5,0.4,0.3,0.3,1.7
FL,Middleburg CDP,48430,16.8,83.5,92.9,3.1,0.6,0.7,4.1
FL,Midway city,49444,15.2,90.5,10,86,0.2,0.9,3.8
FL,Midway CDP (Santa Rosa County),60540,11.3,95.7,92,2,0.7,1.9,4.6
FL,Midway CDP (Seminole County),28910,26,78.6,10.3,84.9,0.1,0.7,6.1
FL,Milton city,46040,15,90.8,77.4,13.9,0.7,2.2,4.8
FL,Mims CDP,50597,13.4,87.2,83.9,12.4,0.4,0.7,3.1
FL,Minneola city,51239,7.4,90.5,76.5,11.3,0.6,2.5,20.3
FL,Miramar city,65282,9.6,90.3,41,45.7,0.2,5.2,36.9
FL,Miramar Beach CDP,50208,5.9,95.5,93.8,1.1,0.3,1.8,4.4
FL,Molino CDP,37981,27.7,80,75.3,20.7,1.4,0.5,2
FL,Monticello city,34152,18,80.9,43.1,54.2,0,0.7,2.1
FL,Montura CDP,35000,27.8,55,76.7,2.1,1.7,0.5,69.1
FL,Montverde town,68750,3.7,94,92.5,2.1,0.4,1.4,10.7
FL,Moon Lake CDP,30524,28,76.5,94.7,0.8,0.6,0.4,5.7
FL,Moore Haven city,29918,25.1,69.5,61.2,24.8,0,0.4,35.6
FL,Morriston CDP,43661,0,100,75.6,1.8,0.6,0,37.8
FL,Mount Carmel CDP,(X),0,100,97.4,0,1.3,0,0.4
FL,Mount Dora city,47813,12.9,87.5,77.5,15.6,0.4,1.8,11.7
FL,Mount Plymouth CDP,69513,4.8,88,88.3,5.1,0.9,0.6,9.4
FL,Mulat CDP,(X),28.4,100,93.1,0.4,0.8,1.5,4.6
FL,Mulberry city,33708,20.6,80.1,79.5,14.6,0.3,0.5,12.8
FL,Munson CDP,26569,7,95.7,95.7,0.8,1.1,0,0.8
FL,Myrtle Grove CDP,41570,22.3,89.8,69,18.4,0.6,5.1,6.4
FL,Naples city,79515,8.8,94.1,93.3,4.2,0.1,0.6,4.5
FL,Naples Manor CDP,35682,25.7,44.6,57.4,19.8,0.6,0.4,71.9
FL,Naples Park CDP,49022,12.4,88.5,88.5,1.9,0.2,1.3,22.6
FL,Naranja CDP,29149,37.9,71.2,47.9,41.3,0.3,2.3,51.6
FL,Nassau Village-Ratliff CDP,57766,9.5,88.8,95.8,1.1,0.5,0.6,2.3
FL,Navarre CDP,67023,9.6,93.8,83.2,6.5,0.5,3.3,7
FL,Navarre Beach CDP,83125,2.4,100,93.9,0.6,0.5,1.6,4.7
FL,Neptune Beach city,71919,9.9,98.2,94.6,1.2,0.4,1,4
FL,Newberry city,59801,14.9,96.8,79.6,14.4,0.2,1.4,7.2
FL,New Port Richey city,29882,24.7,83.9,88.9,3,0.5,1.4,11.2
FL,New Port Richey East CDP,32149,17.4,89.5,91.5,2.4,0.3,1.6,10.2
FL,New Smyrna Beach city,50950,14.3,91,90.8,5.9,0.3,1.1,2.8
FL,Niceville city,58954,14,94.4,87.2,4.2,0.6,3.2,4.7
FL,Nobleton CDP,(X),0,49.2,92.2,0.7,0.4,0.4,5.7
FL,Nocatee CDP,85632,4.5,98.6,87.7,4,0.1,3.7,7.6
FL,Nokomis CDP,38545,18.7,89.3,95.9,0.9,0.3,1.2,4.4
FL,Noma town,30750,29.8,70.1,77.7,21.3,0,0,0
FL,North Bay Village city,49058,13,91.6,82.6,6.1,0.2,4.1,58
FL,North Brooksville CDP,38333,27.1,86.1,91.1,6.2,0.4,0.4,4.7
FL,Northdale CDP,66405,9.8,94.9,82.6,6.9,0.2,4.7,23.5
FL,North DeLand CDP,44803,11.2,91.3,90.3,3,1,1,13.9
FL,North Fort Myers CDP,38617,13.3,87.7,94.7,1.5,0.4,0.6,6.2
FL,North Key Largo CDP,132750,21,97.4,95.9,2.1,0,1.2,5.5
FL,North Lauderdale city,41932,22.4,79.5,33.1,53.4,0.3,2.9,25.8
FL,North Miami city,36537,25.4,74.4,32.6,58.9,0.4,1.7,27.1
FL,North Miami Beach city,38387,23.2,80.1,47.1,41.4,0.2,3.4,36.6
FL,North Palm Beach village,63911,7.6,94.5,93.3,2.7,0.1,1.7,6.9
FL,North Port city,52571,12.8,90.5,87.6,7,0.3,1.2,8.7
FL,North Redington Beach town,63315,5.9,94.7,97.5,0.4,0.1,0.8,3
FL,North River Shores CDP,46206,20.3,95.4,95.8,0.6,0.5,1.2,4
FL,North Sarasota CDP,36529,23.5,80.4,59.4,30.7,0.2,1.4,18.9
FL,North Weeki Wachee CDP,46927,10.4,89,94.1,2.3,0.3,0.8,8.3
FL,Oak Hill city,42778,11.5,88,83.1,13.9,0.4,0.5,1.7
FL,Oakland town,92438,6.5,92.9,67.8,20.4,0.6,4.8,10
FL,Oakland Park city,45357,20.2,82.8,62.6,25.6,0.3,2,25.6
FL,Oakleaf Plantation CDP,76891,7.1,91.4,58.8,25.3,0.3,7.9,13
FL,Oak Ridge CDP,30894,29.1,73.8,38.8,40,0.6,4.3,44
FL,Ocala city,35924,22.6,86.1,70.7,20.9,0.3,2.6,11.7
FL,Ocean Breeze Park town,24792,11.2,84.2,98.9,0.3,0.3,0,1.4
FL,Ocean City CDP,52743,12.1,86.5,77.4,9,0.9,3.9,10.1
FL,Ocean Ridge town,78839,7.9,99.2,97.5,0.2,0,0.8,4.3
FL,Ocoee city,61319,11.7,86.4,66.8,17.5,0.4,5.5,20.8
FL,Odessa CDP,55368,6.7,90.6,87.6,4.1,0.4,4.1,13.7
FL,Ojus CDP,44679,15.9,92.8,81.2,10.1,0.1,2.1,44.2
FL,Okahumpka CDP,-,25,54.2,81.3,3.4,0.4,0.4,12
FL,Okeechobee city,39662,27.6,70.2,75.5,9.1,1.5,0.8,25.2
FL,Oldsmar city,53409,12.5,93.7,84,5.4,0.2,5.9,11.4
FL,Olga CDP,44659,14.1,89.7,86.3,5,0.8,2.8,12.6
FL,Olympia Heights CDP,59668,14.8,81.7,95.2,1.2,0.3,0.6,85.8
FL,Ona CDP,-,64.9,73.9,61.8,14.6,0.3,0,36.3
FL,Opa-locka city,18134,44.8,69.3,27.7,65.8,0.2,0.2,35.3
FL,Orange City city,32788,21.7,87.6,85.7,6.5,0.4,1.5,16.9
FL,Orange Park town,47548,8.7,92.6,75.9,14.8,0.3,3.2,8.8
FL,Orangetree CDP,76904,4.9,85.7,84.8,7.4,0.4,2.6,21.7
FL,Orchid town,223500,4,99.4,98.6,0,0,1,1.4
FL,Oriole Beach CDP,52208,6.1,98,93.6,1.2,0.7,0.5,5.3
FL,Orlando city,42318,20.2,89.5,57.6,28.1,0.4,3.8,25.4
FL,Orlovista CDP,34284,19.6,81,38,38.4,1,6.8,21.4
FL,Ormond Beach city,46567,12.1,93.9,92.2,3.2,0.2,2.3,4.1
FL,Ormond-by-the-Sea CDP,39579,16.5,91.9,96.9,0.8,0.3,0.6,3.3
FL,Osprey CDP,74233,6.3,96.3,96,0.5,0.2,1.9,3.4
FL,Otter Creek town,23929,39.6,74.5,94.8,3,0,0,2.2
FL,Oviedo city,80378,6.3,95.1,81.9,8.6,0.2,3.8,16.3
FL,Pace CDP,61180,8.5,92,92.1,1.9,1,1.5,3.6
FL,Page Park CDP,19886,46.6,95.7,77,7,0.8,0.4,30.2
FL,Pahokee city,27348,33.8,60.5,28.9,56.1,0.3,0.3,33.8
FL,Paisley CDP,31071,56.1,65.5,95.1,0.4,1.2,0,3.5
FL,Palatka city,20837,43.2,77.8,46.3,49.8,0.3,0.6,4.6
FL,Palm Bay city,43163,17.6,87.6,72.9,17.9,0.5,1.8,14.1
FL,Palm Beach town,105527,5.3,97.8,97.4,0.6,0,1,3.9
FL,Palm Beach Gardens city,68802,6.5,94.9,89.3,4.4,0.2,3.1,8.9
FL,Palm Beach Shores town,53889,10.4,96.3,97.6,1.1,0.2,0.2,2.4
FL,Palm City CDP,73400,4.1,94.8,95.4,1.1,0.1,1.6,5.4
FL,Palm Coast city,48369,15.2,91.2,79.9,12.7,0.3,2.5,10
FL,Palmetto city,36990,22.3,83.2,72.1,10.5,0.4,0.6,28.3
FL,Palmetto Bay village,106324,7.8,95,84.9,6.2,0.1,4.5,38.6
FL,Palmetto Estates CDP,51588,16.6,84.8,47.4,41.8,0.1,3.3,43.1
FL,Palm Harbor CDP,53281,8.4,95.5,93.5,2,0.2,1.6,5.9
FL,Palmona Park CDP,22412,38.4,76.5,87.7,2.7,0.5,0.5,19
FL,Palm River-Clair Mel CDP,37998,24.2,76.4,54.6,30.1,0.4,2.2,39.1
FL,Palm Shores town,74500,10.2,95.3,84.4,6.8,0.1,2.8,7.2
FL,Palm Springs village,34193,24.4,74.7,72.7,12.1,0.5,1.7,50.6
FL,Palm Springs North CDP,74833,6.6,86.8,95.2,1.4,0.1,0.5,77.7
FL,Palm Valley CDP,84688,5.6,97.4,94.8,1.3,0.2,1.8,3.8
FL,Panacea CDP,31731,14,88.2,95.3,1.7,0.4,0,1.2
FL,Panama City city,37190,21.2,87.2,71.6,22,0.5,1.6,5.1
FL,Panama City Beach city,54406,7.8,92.9,89.5,2.3,0.6,2.7,5.8
FL,Paradise Heights CDP,35000,20,49.8,72.7,7.3,0.4,0.8,32.5
FL,Parker city,43731,17.6,80.7,78.5,12.5,0.9,2.5,5.6
FL,Parkland city,130107,3.3,96.9,84,6.5,0.1,5.9,13
FL,Pasadena Hills CDP,41939,6,90.3,88.2,5.1,0.4,2.2,10.6
FL,Patrick AFB CDP,56667,7.7,94.6,77.2,11.7,0.9,1.9,18.4
FL,Paxton town,41500,17.4,80.6,89,3.4,2.6,0.5,2.5
FL,Pea Ridge CDP,41126,13.8,91.2,89.8,3,0.8,2.2,4.3
FL,Pebble Creek CDP,82258,5.7,96.2,67.8,12,0.1,12.8,18
FL,Pelican Bay CDP,104806,1.7,99.1,98.8,0.1,0,0.8,1
FL,Pembroke Park town,32881,24.1,74.8,37.6,55.3,0.3,1.3,18.1
FL,Pembroke Pines city,61279,8.1,91.2,67.3,19.8,0.3,4.9,41.4
FL,Penney Farms town,29866,13.6,93.3,90.4,6.5,0,0.9,1.1
FL,Pensacola city,45527,15.7,91.7,66.3,28,0.6,2,3.3
FL,Perry city,31706,22.9,82.8,55,40.1,0.5,1.4,2.2
FL,Pierson town,33839,26.6,62.2,57.5,4.8,0.3,0.5,54.1
FL,Pine Air CDP,41144,20.1,74.8,74.4,8.8,0.3,1.5,61.8
FL,Pine Castle CDP,32729,29.7,75.8,61.8,16.9,0.8,4.8,48.6
FL,Pinecrest village,128966,6.5,95,90.1,2,0.1,5.3,41.3
FL,Pine Hills CDP,35854,26.8,75.8,19.6,67.6,0.5,3.8,13.9
FL,Pine Island CDP,-,-,-,96.9,3.1,0,0,0
FL,Pine Island Center CDP,38734,16.9,89.1,95.7,0.3,0.8,0.9,5.5
FL,Pine Lakes CDP,42404,27.1,70.9,93.3,1,0.2,0.2,8.9
FL,Pineland CDP,58750,0,95.4,94.8,0,0,0,5.2
FL,Pine Level CDP,62991,0,89.9,93,0,1.3,0,3.1
FL,Pinellas Park city,41494,14.5,86.4,81.7,4.7,0.3,7.3,10.7
FL,Pine Manor CDP,21214,52.1,58,56.8,16.7,0.8,0.8,60.2
FL,Pine Ridge CDP (Citrus County),48381,12.7,90.7,91.1,4.2,0.2,2.3,5.7
FL,Pine Ridge CDP (Collier County),76786,7.4,94,94.9,1.2,0.1,1.3,8
FL,Pinewood CDP,27731,32.2,72.3,17.5,75.3,0.2,0.5,22.8
FL,Pioneer CDP,(X),19.5,93.7,88.8,1.1,0.7,0.6,33.6
FL,Pittman CDP,72000,22.6,100,93.3,6.1,0,0.6,2.2
FL,Plantation city,66647,10.7,93.3,69.9,20.3,0.2,3.9,20.4
FL,Plantation CDP,60819,4.9,96.3,98.2,0.6,0.1,0.7,1.5
FL,Plantation Island CDP,13646,81.2,84.9,98.2,1.2,0.6,0,3.1
FL,Plantation Mobile Home Park CDP,39654,31.7,45.1,64.5,14.4,0.6,1.3,39
FL,Plant City city,45083,17,81,69.5,15.1,0.6,1.4,28.8
FL,Poinciana CDP,39839,23.9,84.9,56.4,24.5,0.7,1.8,51.2
FL,Point Baker CDP,56250,18.3,85.4,85.4,7.9,1.2,1.6,3.9
FL,Polk City town,42417,20,75.5,92.5,1,0.4,0.6,12.1
FL,Pomona Park town,28580,24.1,77.9,81.1,7.9,1.3,1.2,15.4
FL,Pompano Beach city,41321,23.4,82.8,62.6,28.9,0.3,1.3,17.5
FL,Ponce de Leon town,24625,28.7,79.8,93.5,1.8,1,0.3,3
FL,Ponce Inlet town,72893,6.7,98.3,97,0.1,0.3,1,1.8
FL,Port Charlotte CDP,38896,14.5,87.1,84.8,9.3,0.3,1.6,8.7
FL,Port LaBelle CDP,42500,19.3,66,67.8,9.6,0.4,0.7,53.4
FL,Port Orange city,43353,14.3,89.6,91.3,3.3,0.3,2.2,4.5
FL,Port Richey city,39028,15.1,86.6,92.5,1.7,0.7,1.7,6
FL,Port St. Joe city,41402,8.9,92.2,71.5,25.8,0.4,0.3,2.6
FL,Port St. John CDP,49042,17.8,94.3,89.5,5.5,0.5,1,6
FL,Port St. Lucie city,49813,15,87.2,74.3,16.3,0.4,2,18.4
FL,Port Salerno CDP,41465,12.4,89.5,82.2,9.1,0.6,0.7,14.7
FL,Pretty Bayou CDP,54063,9.6,89.5,91.5,3.1,0.4,1.8,3.3
FL,Princeton CDP,49725,24.8,77.7,60.5,30.7,0.2,1.4,60.9
FL,Progress Village CDP,56071,16,85,37.1,51.7,0.2,4,14.9
FL,Punta Gorda city,56463,11.3,95.9,93.3,3.3,0.2,1.1,4.5
FL,Punta Rassa CDP,51402,4.1,98.2,99,0.9,0,0.2,0.5
FL,Quail Ridge CDP,49946,17.5,91,84.8,8.3,0.3,1.1,14.5
FL,Quincy city,33331,27.7,75.7,23.4,64.4,0.6,0.7,13.9
FL,Raiford town,26771,32.2,87.4,81.2,14.5,1.2,1.6,2.7
FL,Raleigh CDP,12399,40.6,75.2,41.8,55.2,1.3,0.3,2.7
FL,Reddick town,22500,27.2,62.8,44.5,48.6,0.2,0.2,8.9
FL,Redington Beach town,80724,8.6,94.8,95.3,0.4,0.1,2.5,3.8
FL,Redington Shores town,53791,9.3,95.7,96.7,0.5,0.2,0.8,4.9
FL,Richmond Heights CDP,39422,21.4,86.9,22.8,72.1,0.3,0.4,25
FL,Richmond West CDP,66201,7.8,86.3,82.3,7.8,0.2,2,78.5
FL,Ridgecrest CDP,33828,26.9,83.4,24.9,67.9,0.3,0.8,9.3
FL,Ridge Manor CDP,36019,19.6,88,93.4,2.3,0.5,0.1,6.7
FL,Ridge Wood Heights CDP,51930,18,94.2,93,1.6,0.4,1.5,8.5
FL,Rio CDP,45441,9.7,96,96.7,0.3,0.1,0.5,3.2
FL,Rio Pinar CDP,86250,3.2,95.4,82.9,6.4,0.2,4.5,25.2
FL,River Park CDP,31322,27.5,77.7,84.9,7.8,0.6,1,14.1
FL,River Ridge CDP,60083,3.9,89.5,93.6,1.3,0.3,1.7,7.2
FL,Riverview CDP,66497,9.5,91.9,70.2,17,0.4,3.1,21
FL,Riviera Beach city,40675,23.5,82.4,27,65.9,0.4,2.4,7.4
FL,Rockledge city,57346,9,91.5,78.7,14.5,0.3,2.4,6.4
FL,Roeville CDP,38333,30.1,92.2,93.9,1.3,0.5,2.3,1.8
FL,Roosevelt Gardens CDP,38611,22.8,72.5,2.2,96.5,0.1,0,2
FL,Roseland CDP,51458,10.7,91.8,94.5,1.1,0.5,0.9,3.6
FL,Rotonda CDP,43339,9.1,94.4,97.3,1,0.1,0.7,1.9
FL,Royal Palm Beach village,66915,8.8,91,66.6,22.7,0.2,4.2,20.4
FL,Royal Palm Estates CDP,39528,27.5,73.8,58.3,25.2,0.6,0.9,47.8
FL,Ruskin CDP,47592,18.9,79.2,71.7,9.1,0.3,1.3,42.9
FL,Safety Harbor city,60056,9.3,93,89.7,4.5,0.2,2.6,5.8
FL,St. Augustine city,42958,22.2,88.9,84.2,11.6,0.4,1.2,5.1
FL,St. Augustine Beach city,72344,6.6,99.7,95.8,0.8,0.3,1.2,3.8
FL,St. Augustine Shores CDP,43053,10.4,95.4,94.7,2.3,0.1,1.2,5.1
FL,St. Augustine South CDP,59979,6.3,89.2,94.8,1.1,0.2,1.4,4.3
FL,St. Cloud city,50467,15.1,87.3,82.4,5.8,0.4,1.7,29.2
FL,St. George Island CDP,58182,11.4,96.5,NA,NA,NA,NA,NA
FL,St. James City CDP,48654,8.4,89.7,98.1,0.3,0.2,0.3,2.1
FL,St. Leo town,92500,17.1,95,77,14.6,0.2,1.8,12.2
FL,St. Lucie Village town,59306,10.1,95.7,95.8,1.9,0.2,0.5,4.6
FL,St. Marks city,49688,14.5,88.7,96.9,1.7,0.3,0.3,0
FL,St. Pete Beach city,61169,10.7,96.4,96,0.7,0.3,1.1,4.4
FL,St. Petersburg city,45748,17.2,89.5,68.7,23.9,0.3,3.2,6.6
FL,Samoset CDP,35000,24.2,56,54.6,27.7,0.4,0.8,34.6
FL,Samsula-Spruce Creek CDP,85843,6.2,90.5,96.9,0.7,0.2,1.3,2.3
FL,San Antonio city,73750,5.5,94.1,96.5,1.1,0,0.4,6.1
FL,San Carlos Park CDP,48593,15.7,83.8,86.4,2.9,0.4,1.4,24
FL,San Castle CDP,49107,10.9,66.5,48.2,38.7,0.9,0.8,33.1
FL,Sanford city,38273,21.8,89,57.3,30.5,0.5,2.8,20.2
FL,Sanibel city,98818,6.8,98.2,98,0.6,0.1,0.4,2.3
FL,Sarasota city,43244,19.5,88.3,75.4,15.1,0.4,1.3,16.6
FL,Sarasota Springs CDP,51330,10.6,90.8,92.7,1.9,0.3,1,10.9
FL,Satellite Beach city,65000,3.7,95.1,92.9,2,0.3,1.8,5.8
FL,Sawgrass CDP,75197,7.3,99.6,96.1,0.5,0.2,1.4,2.6
FL,Schall Circle CDP,17083,58,64,40.7,40.5,3.1,1.2,33.2
FL,Sea Ranch Lakes village,122188,6.4,99.2,97.3,0.6,0.1,0.6,9.7
FL,Sebastian city,45266,10.6,87.3,90.5,5.3,0.2,1.1,7
FL,Sebring city,25663,30.2,77,76,14.7,0.7,1.4,17.6
FL,Seffner CDP,50795,17.3,89.9,76.5,13.2,0.5,3.8,15.9
FL,Seminole city,46408,10.7,92.7,93.9,1.4,0.3,2.3,4.4
FL,Seminole Manor CDP,35068,36.2,65.6,61.8,22,2.2,1,39.9
FL,Seville CDP,32933,61.3,72,56.8,24.1,1.1,0.3,26.9
FL,Sewall's Point town,107813,2.6,97.1,97.5,0.6,0,1,3.1
FL,Shady Hills CDP,39415,21.9,84.6,95.6,0.7,0.5,0.5,6.5
FL,Shalimar town,80000,8.1,98.9,88,3.2,1,3.8,5.6
FL,Sharpes CDP,43548,20.1,83.2,91.9,3.4,0.9,0.6,3.1
FL,Siesta Key CDP,80022,7.7,98.2,97.5,0.3,0.2,0.7,2.7
FL,Silver Lake CDP,61141,17.9,93.5,88.3,5.3,0.2,3.3,3.9
FL,Silver Springs Shores CDP,27682,28.8,84.7,57.5,33.3,0.6,1.1,16.3
FL,Sky Lake CDP,35071,21.7,78.7,63.9,16.6,0.7,2.7,52.1
FL,Sneads town,31607,30.3,79,78,18.5,0.2,0.4,2.7
FL,Solana CDP,(X),10.4,87.9,88.1,7.3,0.3,0.8,3.4
FL,Sopchoppy city,42143,12.9,92.3,71.3,25.2,0.4,0.7,2.2
FL,Sorrento CDP,41592,3.7,27.3,76.4,2.4,11.8,0.2,30.4
FL,South Apopka CDP,31089,38.1,74.1,26.9,64.1,0.5,0.5,17.7
FL,South Bay city,29009,38.3,62.1,24.6,65,0.2,0.6,23.2
FL,South Beach CDP,99886,2.6,98.1,98.4,0.1,0.1,0.8,2.3
FL,South Bradenton CDP,30741,28.1,81.8,77.9,9.2,0.6,1.5,20.8
FL,South Brooksville CDP,31955,21.3,82.9,84,12.5,0.3,0.8,5.7
FL,Southchase CDP,56473,11.7,86.1,55.7,14,0.3,11,48.7
FL,South Daytona city,32519,20.1,87.6,84.3,10.9,0.3,1.1,5.5
FL,Southeast Arcadia CDP,32028,37.5,51.9,55.5,4.9,0.6,0.5,56.7
FL,Southgate CDP,42351,12.3,94,89.9,1.6,0.5,1.7,13.2
FL,South Gate Ridge CDP,54732,8.3,90.8,88.9,2.4,0.2,1.7,11.9
FL,South Highpoint CDP,35625,29.4,73.2,61.4,12.1,1.2,6.1,31.1
FL,South Miami city,58047,13.3,91.4,75.1,17,0.3,3.9,43.1
FL,South Miami Heights CDP,38185,20,74.3,67.2,24.3,0.2,1.5,68
FL,South Palm Beach town,50729,13.3,97.3,97.8,0.4,0.1,0.8,4.6
FL,South Pasadena city,33789,10.9,93.3,95.8,1.8,0.1,1.1,3.2
